Unnamed: 0.2,A_ID,B_ID,preA_ID,preB_ID,symbol,Protein_A,Protein_B,model_1_multimer_score(iptm+ptm),model_1_multimer_score(iptm),model_1_multimer_score(ptm),A template,B template,symbol_r
41,Q14764,P40763,MVP,STAT3,P40763__Q14764,P40763,Q14764,0.21799999713897705,0.1599999964237213,0.45,"['1yvl_B', '6ux2_A', '1bg1_A', '4e68_A', '6njs_A', '7nuf_A', '1y1u_B', '6mbz_A', '5d39_A', '4y5u_A', '1uus_A', '1uur_A', '6wcz_A', '5oen_B', '4zia_D', '3wwt_A', '1bgf_A', '4zia_C', '6amw_A', '2cs0_A']","['4v60_I', '4v60_I', '3gf5_B', '3gnf_B', '4v60_I', '3gf5_B', '3gnf_B', '4v60_I', '3gf5_B', '3gf5_B', '3gnf_B', '3gnf_B', '1y7x_A', '1y7x_A', '1y7x_A', '1y7x_A']",Q14764__P40763
42,Q96DA6,P40763,DNAJC19,STAT3,P40763__Q96DA6,P40763,Q96DA6,0.2080000011920929,0.10000000149011612,0.64,"['1yvl_B', '6ux2_A', '1bg1_A', '4e68_A', '6njs_A', '7nuf_A', '1y1u_B', '6mbz_A', '5d39_A', '4y5u_A', '1uus_A', '1uur_A', '6wcz_A', '5oen_B', '4zia_D', '3wwt_A', '1bgf_A', '4zia_C', '6amw_A', '2cs0_A']","['4j80_B', '6psi_A', '6u3s_A', '2och_A', '4j7z_D', '2m6y_A', '2ctp_A', '5vso_A', '2cug_A', '2lo1_A', '6z5n_A', '2dmx_A', '5nro_B', '4j7z_F', '1bq0_A', '2dn9_A', '1bqz_A', '4wb7_B', '6wjf_A', '1hdj_A']",Q96DA6__P40763
43,P62495,P01100,ETF1,FOS,P01100__P62495,P01100,P62495,0.16000000286102295,0.09000000357627869,0.44,"['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']","['4d5n_A', '1dt9_A', '5dmq_B', '6xa1_j', '4crn_X', '4af1_A', '3vmf_B', '3agk_A', '4crm_X', '3mca_B', '5lzx_ii', '5lzz_ii', '3j15_A', '3e20_B', '3oby_A', '2ktv_A', '3ir9_A', '2mq9_A', '2hst_A', '5dmr_B']",P62495__P01100
44,P49748,Q9Y2D1,ACADVL,ATF5,Q9Y2D1__P49748,Q9Y2D1,P49748,0.23599999618530276,0.12999999523162842,0.66,"['6irr_A', '5vpe_C', '6uci_D', '1t2k_D', '1ci6_A', '6irr_A']","['2uxw_A', '3b96_A', '3owa_C', '3owa_D', '2z1q_B', '1ws9_B', '2d29_A', '1jqi_B', '4l1f_A', '2vig_B', '4m9a_B', '5ol2_C', '4n5f_A', '5lnx_D', '2dvl_A', '1ukw_B', '3pfd_B', '5lnx_F', '4u83_A', '4n5f_B']",P49748__Q9Y2D1
45,Q9UHX1,P18846,PUF60,ATF1,P18846__Q9UHX1,P18846,Q9UHX1,0.15199999952316284,0.10999999940395355,0.32,"['6iak_F', '5zk1_A', '1dh3_A', '5vpe_C', '6uci_D', '3a5t_B', '1a02_J', '1a02_F', '6iak_D', '5t01_A', '1s9k_D', '2wt7_A', '1t2k_D', '2dgc_A', '1t2k_C', '1s9k_E', '1ysa_C', '2lxt_C']","['6r5k_H', '2kxh_A', '5kw6_A', '7dvq_4', '5mmj_v', '5mmm_v', '6r5k_H', '6y53_o', '5x8p_v', '5x8r_v', '6r5k_H', '2lyv_A', '1po6_A', '4f02_A', '1ha1_A', '1l3k_A', '5ho4_A', '1cvj_A', '1cvj_B', '1fxl_A']",Q9UHX1__P18846
46,Q9NYU2,P35221,UGGT1,CTNNA1,Q9NYU2__P35221,Q9NYU2,P35221,error,error,error,error,error,P35221__Q9NYU2
47,Q12905,P23769,ILF2,GATA2,P23769__Q12905,P23769,Q12905,0.17599999952316286,0.10999999940395355,0.44,"['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']","['4at7_A', '4at7_B', '4rwn_A', '4s3n_A', '6p80_A', '6u7b_C', '4xq7_A', '1px5_A', '6e0k_A', '1r89_A', '1r8c_A', '2dr9_A']",Q12905__P23769
48,Q86UB9,P42574,TMEM135,CASP3,P42574__Q86UB9,P42574,Q86UB9,0.21399999618530274,0.12999999523162842,0.55,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']",[],Q86UB9__P42574
49,P60842,P42574,EIF4A1,CASP3,P42574__P60842,P42574,P60842,0.1580000011920929,0.10000000149011612,0.39,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']","['6y5q_p', '6qw6_5X', '6qx9_5X', '2j0s_A', '6qdv_7', '4nho_A', '5zc9_A', '5e7i_C', '5e7j_A', '2i4i_A', '6o5f_A', '6uv1_A', '6uv2_A', '6uv3_A', '1fuu_B', '5ivl_A', '2vso_A', '5ivl_B', '1fuu_A', '6qw6_5X']",P60842__P42574
50,P14384,P10242,CPM,MYB,P10242__P14384,P10242,P14384,0.2100000047683716,0.15000000596046448,0.45,"['6id0_L', '6id1_L', '1h88_C', '5wsg_c', '7dco_L', '5gmk_c', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '6id0_L', '6id1_L', '1h8a_C', '3jb9_W']","['1uwy_A', '3mn8_B', '3mn8_D', '1h8l_A', '1qmu_A', '2nsm_A', '4uf4_A', '2boa_A', '4ihm_A', '1aye_A', '3qnv_A', '6f6q_A', '5mrv_A', '1m4l_A', '2pcu_A', '4cpa_B', '2bo9_A', '1dtd_A', '3d4u_A', '7eqx_D']",P14384__P10242
51,P53621,P16220,COPA,CREB1,P53621__P16220,P53621,P16220,0.22599999713897706,0.1599999964237213,0.49,"['5nzv_H', '5nzr_A', '3mkq_C', '5nzr_C', '5nzv_J', '5nzr_A', '5nzv_H', '5nzr_C', '5nzv_J', '3mkq_C', '5nzv_J', '5nzr_C', '2ynp_A', '6u3v_B', '2ymu_B', '3mkr_B', '6tzt_D', '6u3v_D', '5nzr_A', '5nzv_H']","['6iak_F', '5zk1_A', '1dh3_A', '2e42_B', '5vpe_C', '6uci_D', '1a02_J', '1a02_F', '5t01_A', '2wt7_A', '6iak_D', '1t2k_D', '1t2k_C', '2dgc_A', '1s9k_E', '1ysa_C', '2lxt_C']",P16220__P53621
52,Q6ZVX7,P10242,NCCRP1,MYB,Q6ZVX7__P10242,Q6ZVX7,P10242,0.17600000047683717,0.14000000059604645,0.32,"['3wso_A', '2e31_A', '2rj2_A', '1umh_A', '5a57_A', '6xso_A', '4mgq_A', '2rj2_A', '1umh_A', '2e31_A']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__Q6ZVX7
53,P43243,P42574,MATR3,CASP3,P42574__P43243,P42574,P43243,0.18999999713897706,0.1599999964237213,0.31,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']","['2mjn_A', '6r5k_H', '2kxh_A', '5kw6_A', '7dvq_4', '6r5k_H', '4qpt_A', '6r5k_H', '6y53_o', '2adc_A', '3nmr_A', '3nna_A', '6m75_A', '6so9_A', '6so9_A', '6r5k_H', '1x4f_A', '2mjn_A', '1x4d_A', '7dvq_4']",P43243__P42574
54,Q96J02,P48431,ITCH,SOX2,P48431__Q96J02,P48431,Q96J02,0.20600000047683717,0.14000000059604645,0.47,"['6wx7_B', '1j46_A', '6t7d_K', '6wx8_D', '2le4_A', '6t90_L', '1gt0_D', '6yov_L', '6t78_B', '3u2b_C', '2gzk_A', '4euw_A', '4y60_C', '4s2q_D', '2yrq_A', '5ze0_N', '7jjk_A', '2gzk_A', '2yrq_A', '1i11_A']","['6j1x_B', '6j1y_B', '5tj7_D', '5xmc_A', '3olm_A', '4lcd_A', '5tj8_A', '5lp8_A', '7mop_A', '5hps_A', '6xz1_B', '5hpt_D', '1nd7_A', '5hpl_A', '3h1d_A', '4bbn_A', '2oni_A', '5c91_A', '7m3q_A', '1zvd_A']",Q96J02__P48431
55,P61604,P01106,HSPE1,MYC,P61604__P01106,P61604,P01106,0.15199999618530274,0.12999999523162842,0.24,"['4pj1_1', '6ht7_V', '4pj1_Z', '6mrc_Q', '4v4o_o', '7ekq_Q', '7ekq_S', '1p3h_F', '1p3h_J', '1pcq_U', '4pkn_X', '7vwx_U', '7ekq_S', '7ekq_Q', '7ekq_P', '1wnr_C', '1hx5_C', '3nx6_A']","['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nlw_A', '1nkp_B', '6g6k_B', '6g6j_B', '2ypa_A', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']",P01106__P61604
56,P84103,P15336,SRSF3,ATF2,P15336__P84103,P15336,P84103,0.2539999923706055,0.25999999046325684,0.23,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']","['6d0y_A', '2i2y_A', '1h2v_Z', '5oob_B', '6hpj_B', '2kn4_A', '7abg_A6', '1p1t_A', '1x4a_A', '2mks_A', '5tbx_B', '2cqi_A', '2kxn_B', '2hvz_A', '2fy1_A', '2cq3_A', '2rra_A', '2err_A', '2leb_A', '2i2y_A']",P84103__P15336
57,O60832,P48431,DKC1,SOX2,P48431__O60832,P48431,O60832,0.21200000047683717,0.14000000059604645,0.5,"['6wx7_B', '1j46_A', '6t7d_K', '6wx8_D', '2le4_A', '6t90_L', '1gt0_D', '6yov_L', '6t78_B', '3u2b_C', '2gzk_A', '4euw_A', '4y60_C', '4s2q_D', '2yrq_A', '5ze0_N', '7jjk_A', '2gzk_A', '2yrq_A', '1i11_A']","['7bgb_C', '7bgb_G', '3uai_A', '3u28_A', '3hax_A', '2rfk_A', '2apo_A', '2aus_C', '1k8w_A', '1ze1_C', '1r3e_A', '2ab4_A', '1r3f_A', '1sgv_B', '3zv0_D', '3d79_A', '1iq8_B', '5zvd_A', '5zve_B', '5zvh_B']",O60832__P48431
58,P30101,P01106,PDIA3,MYC,P01106__P30101,P01106,P30101,0.20199999618530273,0.12999999523162842,0.49,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['3f8u_A', '3f8u_C', '5xf7_A', '6i7s_B', '4ekz_A', '2b5e_A', '3boa_A', '5ayl_A', '5ayk_A', '3uem_A', '5gu6_A', '5ayl_A', '5xwm_C', '5ayk_A', '5ayk_A', '5ayl_A', '2h8l_C', '3uem_A', '2h8l_B', '3wt1_A']",P30101__P01106
59,P10155,P10242,RO60,MYB,P10242__P10155,P10242,P10155,0.23200000572204593,0.18000000715255737,0.44,"['6id0_L', '6id1_L', '1h88_C', '5wsg_c', '7dco_L', '5gmk_c', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '6id0_L', '6id1_L', '1h8a_C', '3jb9_W']","['1yvp_B', '1yvr_A', '2nvo_A', '4rck_A', '3ibs_A', '4jdu_A', '1yvu_A', '2jh8_A', '2jhp_A', '2f8s_A']",P10155__P10242
60,Q14203,P18847,DCTN1,ATF3,Q14203__P18847,Q14203,P18847,0.3700000038146973,0.3700000047683716,0.37,"['6znl_Z', '2coy_A', '2cp6_A', '2cp5_A', '1whh_A', '2cp7_A', '1tov_A', '1lpl_A', '2e3i_A', '1whg_A', '2hqh_B', '2cp0_A', '2m02_A', '2cp2_A', '2z0w_A', '2cp3_A', '3rdv_B', '3rdv_D', '2e3h_A', '3tq7_P']","['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']",P18847__Q14203
61,P84103,P16220,SRSF3,CREB1,P16220__P84103,P16220,P84103,0.1240000011920929,0.10000000149011612,0.22,"['6iak_F', '5zk1_A', '1dh3_A', '2e42_B', '5vpe_C', '6uci_D', '1a02_J', '1a02_F', '5t01_A', '2wt7_A', '6iak_D', '1t2k_D', '1t2k_C', '2dgc_A', '1s9k_E', '1ysa_C', '2lxt_C']","['6d0y_A', '2i2y_A', '1h2v_Z', '5oob_B', '6hpj_B', '2kn4_A', '7abg_A6', '1p1t_A', '1x4a_A', '2mks_A', '5tbx_B', '2cqi_A', '2kxn_B', '2hvz_A', '2fy1_A', '2cq3_A', '2rra_A', '2err_A', '2leb_A', '2i2y_A']",P84103__P16220
62,P20908,P23769,COL5A1,GATA2,P20908__P23769,P20908,P23769,error,error,error,error,error,P23769__P20908
63,P04040,P10242,CAT,MYB,P04040__P10242,P04040,P10242,0.1939999978542328,0.11999999731779099,0.49,"['6ztx_C', '5bv2_R', '3rgp_D', '6lfk_C', '1dgf_A', '6rjr_D', '6pt7_A', '4cab_B', '2isa_A', '4qom_B', '4qoq_B', '2j2m_A', '1qwl_B', '2a9e_B', '2iqf_B', '1si8_D', '2xq1_F', '2xq1_E', '1a4e_A', '6rjn_A']","['6id0_L', '6id1_L', '1h88_C', '5wsg_c', '7dco_L', '5gmk_c', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '6id0_L', '6id1_L', '1h8a_C', '3jb9_W']",P10242__P04040
64,Q99943,P01100,AGPAT1,FOS,Q99943__P01100,Q99943,P01100,0.2060000047683716,0.15000000596046448,0.43,"['5kym_A', '5kym_B', '1k30_A', '1iuq_A', '1k30_A']","['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']",P01100__Q99943
65,Q99805,P42574,TM9SF2,CASP3,Q99805__P42574,Q99805,P42574,0.48000000572204593,0.4300000071525574,0.68,[],"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_A', '5jft_B', '2j30_A', '2j32_A', '1nms_B', '1gqf_B', '1i4o_B', '1m72_C', '1m72_A', '4jr2_B', '4hva_B', '3sir_A', '3sir_D']",P42574__Q99805
66,P52907,P10242,CAPZA1,MYB,P10242__P52907,P10242,P52907,0.2659999957084656,0.23999999463558197,0.37,"['6id0_L', '6id1_L', '1h88_C', '5wsg_c', '7dco_L', '5gmk_c', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '6id0_L', '6id1_L', '1h8a_C', '3jb9_W']","['7ds6_A', '5afu_K', '7ds2_A', '4akr_C', '4akr_A', '7a0h_A', '7a0h_A', '5afu_K', '4akr_A', '4akr_C']",P52907__P10242
67,P36956,P23769,SREBF1,GATA2,P36956__P23769,P36956,P23769,0.21799999713897705,0.1599999964237213,0.45,"['7f2f_B', '7f2f_A', '1am9_C', '1am9_D', '5i50_B', '6g6k_C', '6g6k_B', '1nkp_B', '6g6j_B', '1nlw_E', '1nlw_B', '1hlo_A', '7d8t_B', '1nkp_A', '5i4z_B', '6g1l_A', '1ukl_D', '4f3l_B', '1an4_A', '7d8s_D']","['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']",P23769__P36956
68,Q13454,P42574,TUSC3,CASP3,P42574__Q13454,P42574,Q13454,0.16999999952316286,0.10999999940395355,0.41,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']","['6c26_3', '4m91_A', '4m90_A', '6s7t_H', '7oci_C', '2dj1_A', '2b5e_A', '3boa_A', '3idv_A', '6i7s_B', '4ekz_A', '2alb_A', '1mek_A', '2dj2_A', '2dml_A', '3idv_A', '4ef0_A', '2b5e_A', '3boa_A', '3vww_A']",Q13454__P42574
69,O94832,P15336,MYO1D,ATF2,P15336__O94832,P15336,O94832,0.20199999618530273,0.12999999523162842,0.49,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']","['2dfs_M', '1i84_S', '3i5f_A', '3j04_A', '1qvi_A', '5i0i_B', '6xe9_A', '4l79_A', '1kk8_A', '7pm0_A', '1w7j_A', '6c1d_P', '5tby_A', '5v7x_A', '1jx2_A', '4byf_A', '2y0r_X', '7dhw_A', '1w9i_A', '2dfs_M']",O94832__P15336
70,O15120,Q9Y2D1,AGPAT2,ATF5,Q9Y2D1__O15120,Q9Y2D1,O15120,0.5139999923706055,0.5099999904632568,0.53,"['6irr_A', '5vpe_C', '6uci_D', '1t2k_D', '1ci6_A', '6irr_A']","['5kym_A', '5kym_B', '1k30_A', '1iuq_A', '1iuq_A']",O15120__Q9Y2D1
71,Q8N5G0,P01100,SMIM20,FOS,P01100__Q8N5G0,P01100,Q8N5G0,0.15600000047683718,0.14000000059604645,0.22,"['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']",[],Q8N5G0__P01100
72,P99999,P49716,CYCS,CEBPD,P49716__P99999,P49716,P99999,0.15199999952316284,0.10999999940395355,0.32,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '1nwq_A', '1nwq_A', '6mg1_A']","['1ql3_B', '1ql4_C', '3m97_X', '1co6_A', '1io3_A', '2ybb_Y', '1qn2_A', '1qn2_B', '5cid_B', '1ccr_A', '6gd6_A', '4n0k_A', '6k9j_A', '2yk3_A', '1hro_B', '4ged_B', '2c2c_A', '1jdl_A', '6xkx_p', '6xkx_p']",P99999__P49716
73,Q6NUQ4,P42574,TMEM214,CASP3,Q6NUQ4__P42574,Q6NUQ4,P42574,0.2500000023841858,0.20000000298023224,0.45,[],"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_A', '5jft_B', '2j30_A', '2j32_A', '1nms_B', '1gqf_B', '1i4o_B', '1m72_C', '1m72_A', '4jr2_B', '4hva_B', '3sir_A', '3sir_D']",P42574__Q6NUQ4
74,Q15233,P49715,NONO,CEBPA,Q15233__P49715,Q15233,P49715,0.16599999952316286,0.10999999940395355,0.39,"['6wmz_A', '4wij_A', '4wij_B', '5ifm_J', '7lru_B', '6owj_B', '5ca5_B', '4wik_A', '6r5k_H', '7dvq_4', '6r5k_H', '6y53_o', '6r5k_H', '4f02_A', '1cvj_A', '1cvj_B', '4qqb_A', '3nmr_A', '3nna_A', '1fxl_A']","['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']",P49715__Q15233
75,Q01813,P18846,PFKP,ATF1,P18846__Q01813,P18846,Q01813,0.2419999978542328,0.11999999731779099,0.73,"['6iak_F', '5zk1_A', '1dh3_A', '5vpe_C', '6uci_D', '3a5t_B', '1a02_J', '1a02_F', '6iak_D', '5t01_A', '1s9k_D', '2wt7_A', '1t2k_D', '2dgc_A', '1t2k_C', '1s9k_E', '1ysa_C', '2lxt_C']","['3o8o_E', '3o8o_A', '3o8o_H', '3opy_A', '4u1r_A', '4rh3_B', '4xz2_B', '3opy_B', '3f5m_B', '6qu3_D', '5xz7_A', '6qu3_D', '3f5m_B', '3o8o_H', '2hig_B', '2hig_B', '1zxx_A', '1pfk_A', '1kzh_A', '2f48_A']",Q01813__P18846
76,Q1KMD3,P23769,HNRNPUL2,GATA2,P23769__Q1KMD3,P23769,Q1KMD3,error,error,error,error,error,Q1KMD3__P23769
77,Q9UEY8,P23769,ADD3,GATA2,P23769__Q9UEY8,P23769,Q9UEY8,0.16999999618530276,0.12999999523162842,0.33,"['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']","['3ocr_A', '4xxf_A', '2z7b_A', '4c25_A', '4c24_A', '6btg_A', '2v9l_A', '6btd_A', '2fua_A', '1jdi_B', '1k0w_E', '1e4c_P', '2opi_B', '6voq_A', '2opi_A', '2fk5_A', '1pvt_A', '4m6r_C', '4m6r_D', '2irp_A']",Q9UEY8__P23769
78,P12110,Q07869,COL6A2,PPARA,Q07869__P12110,Q07869,P12110,0.17600000047683717,0.14000000059604645,0.32,"['3e00_D', '3dzy_D', '4nqa_I', '4nqa_B', '3dzy_A', '5uan_B', '4nqa_H', '3e00_A', '4nqa_A', '4iqr_F', '4iqr_E', '3ty0_A', '5u3q_A', '3noa_A', '6fzf_B', '2p54_A', '6lxa_A', '6ms7_A', '4ci5_B', '6fx0_A']","['4cn9_A', '4cn9_B', '4cn9_A', '4cn9_B', '4neh_A', '4cn9_A', '4cn9_B', '5e6u_A', '4neh_A', '5e6s_C', '1n3y_A', '1idn_2', '2b2x_B', '1mf7_A', '1ao3_B', '1mhp_B', '1atz_B', '5e6u_A', '4okr_B', '1atz_A']",P12110__Q07869
79,O94874,P15336,UFL1,ATF2,P15336__O94874,P15336,O94874,0.17799999618530274,0.12999999523162842,0.37,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']",['7eyb_I'],O94874__P15336
80,P31040,P49716,SDHA,CEBPD,P49716__P31040,P49716,P31040,0.4979999980926514,0.4399999976158142,0.73,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '1nwq_A', '1nwq_A', '6mg1_A']","['1yq3_A', '2h88_N', '2bs2_A', '2bs3_A', '2wdq_I', '2ws3_I', '6c12_B', '5xmj_E', '6lum_A', '6n56_A', '6lum_P', '3p4p_M', '7d6v_A', '6b58_A', '7d6x_A', '1knr_A', '5kxj_A', '2e5v_A', '1y0p_A', '1ksu_A']",P31040__P49716
81,P25311,P10242,AZGP1,MYB,P25311__P10242,P25311,P10242,0.23200000238418578,0.20000000298023224,0.36,"['1t7v_A', '6r2u_E', '1zag_B', '7jyv_A', '1k5n_A', '7mja_A', '3nfn_A', '6at5_A', '1lk2_A', '6gh1_E', '6kyu_A', '1s7q_A', '6m2k_A', '6eny_F', '4cvz_A', '1s7v_D', '7edo_A', '6mp0_A', '2qrs_A', '2qrt_A']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__P25311
82,P24821,P23769,TNC,GATA2,P24821__P23769,P24821,P23769,error,error,error,error,error,P23769__P24821
83,Q8IW75,P10242,SERPINA12,MYB,Q8IW75__P10242,Q8IW75,P10242,0.17799999785423282,0.11999999731779099,0.41,"['5ei0_A', '4if8_B', '4y40_B', '6i7u_A', '1oo8_A', '3t1p_A', '5hgc_A', '7rbw_A', '1yxa_B', '7rbw_B', '1yxa_A', '3nda_A', '5cdz_A', '3kcg_I', '4zk0_A', '4zk3_A', '4ga7_A', '4ga7_B', '2arq_A', '2arr_A']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__Q8IW75
84,Q9NYU2,P01100,UGGT1,FOS,Q9NYU2__P01100,Q9NYU2,P01100,0.27600000143051145,0.17000000178813934,0.7,"['5nv4_A', '5n2j_B', '6ts8_B', '6ts2_D', '6ts2_B', '5y7o_B', '5h18_A', '6fsn_A', '5gvv_A', '6u4b_A', '5gvw_A', '1g9r_A', '1ga8_A', '1ss9_A', '3tzt_A', '3tzt_B', '4wma_A', '4wmb_A', '3wzt_B', '3wzs_A']","['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']",P01100__Q9NYU2
